
EPOCH 1 OF 10 | VAL MEAN LOSS: 0.0025550173595547676
EPOCH 2 OF 10 | VAL MEAN LOSS: 0.0025478217285126448
EPOCH 3 OF 10 | VAL MEAN LOSS: 0.0025534809101372957
EPOCH 4 OF 10 | VAL MEAN LOSS: 0.002551507670432329
EPOCH 5 OF 10 | VAL MEAN LOSS: 0.002524769166484475
EPOCH 6 OF 10 | VAL MEAN LOSS: 0.0025225889403373003
EPOCH 7 OF 10 | VAL MEAN LOSS: 0.0025215495843440294
EPOCH 8 OF 10 | VAL MEAN LOSS: 0.002520761452615261
EPOCH 9 OF 10 | VAL MEAN LOSS: 0.002520025707781315
